mole fraction,chemical potential
0.01,-14373.341172028879
0.02,-12288.350848539223
0.03,-11068.709694931305
0.04,-10203.360525049571
0.05,-9532.14356234996
0.060000000000000005,-8983.71937144165
0.07,-8520.033324937722
0.08,-8118.3702015599165
0.09,-7764.07821783373
0.09999999999999999,-7447.153238860307
0.10999999999999999,-7160.459722395963
0.11999999999999998,-6898.729047951995
0.12999999999999998,-6657.960167047918
0.13999999999999999,-6435.043001448068
0.15,-6227.512085252386
0.16,-6033.379878070262
0.17,-5851.020700398392
0.18000000000000002,-5679.087894344075
0.19000000000000003,-5516.453411613534
0.20000000000000004,-5362.162915370652
0.21000000000000005,-5215.401847840146
0.22000000000000006,-5075.469398906307
0.23000000000000007,-4941.758265944073
0.24000000000000007,-4813.73872446234
0.25000000000000006,-4690.945952671042
0.26000000000000006,-4572.969843558263
0.2700000000000001,-4459.4467407361535
0.2800000000000001,-4350.0526779584125
0.2900000000000001,-4244.497805491248
0.3000000000000001,-4142.52176176273
0.3100000000000001,-4043.889804204095
0.3200000000000001,-3948.389554580606
0.3300000000000001,-3855.828245298386
0.34000000000000014,-3766.0303769087363
0.35000000000000014,-3678.8357152588014
0.36000000000000015,-3594.0975708544192
0.37000000000000016,-3511.681314021905
0.37100000000000016,-3503.5625366235604
0.37200000000000016,-3495.465613295784
0.37300000000000016,-3487.3904267010716
0.37400000000000017,-3479.336860444392
0.37500000000000017,-3471.30479906312
0.37600000000000017,-3463.2941280171026
0.37700000000000017,-3455.3047336788595
0.37800000000000017,-3447.336503323914
0.37900000000000017,-3439.389325121246
0.38000000000000017,-3431.463088123879
0.38100000000000017,-3423.5576822595835
0.3820000000000002,-3415.672998321708
0.3830000000000002,-3407.808927960124
0.3840000000000002,-3399.9653636722946
0.3850000000000002,-3392.1421987944577
0.3860000000000002,-3384.339327492918
0.3870000000000002,-3376.5566447554634
0.3880000000000002,-3368.7940463828786
0.3890000000000002,-3361.0514289805774
0.3900000000000002,-3353.3286899503414
0.3910000000000002,-3345.6257274821587
0.3920000000000002,-3337.9424405461727
0.3930000000000002,-3330.278728884731
0.3940000000000002,-3322.6344930045375
0.3950000000000002,-3315.0096341688986
0.3960000000000002,-3307.4040543900746
0.3970000000000002,-3299.8176564217224
0.3980000000000002,-3292.2503437514347
0.3990000000000002,-3284.7020205933736
0.4000000000000002,-3277.1725918809957
0.4010000000000002,-3269.6619632598686
0.4020000000000002,-3262.1700410805743
0.4030000000000002,-3254.696732391706
0.4040000000000002,-3247.241944932946
0.4050000000000002,-3239.805587128232
0.4060000000000002,-3232.3875680790093
0.4070000000000002,-3224.9877975575605
0.4080000000000002,-3217.6061860004256
0.4090000000000002,-3210.242644501892
0.4100000000000002,-3202.897084807573
0.4110000000000002,-3195.5694193080617
0.4120000000000002,-3188.259561032659
0.4130000000000002,-3180.9674236431806
0.4140000000000002,-3173.692921427841
0.4150000000000002,-3166.4359692952053
0.4160000000000002,-3159.1964827682177
0.4170000000000002,-3151.9743779783025
0.4180000000000002,-3144.7695716595344
0.4190000000000002,-3137.581981142877
0.4200000000000002,-3130.4115243504907
0.4210000000000002,-3123.2581197901122
0.4220000000000002,-3116.1216865494944
0.4230000000000002,-3109.0021442909156
0.4240000000000002,-3101.8994132457547
0.4250000000000002,-3094.8134142091267
0.4260000000000002,-3087.744068534584
0.4270000000000002,-3080.691298128879
0.4280000000000002,-3073.655025446789
0.4290000000000002,-3066.6351734859973
0.4300000000000002,-3059.6316657820403
0.4310000000000002,-3052.644426403309
0.4320000000000002,-3045.673379946108
0.4330000000000002,-3038.7184515297754
0.4340000000000002,-3031.7795667918554
0.4350000000000002,-3024.8566518833272
0.4360000000000002,-3017.94963346389
0.4370000000000002,-3011.058438697301
0.4380000000000002,-3004.182995246767
0.4390000000000002,-2997.323231270387
0.4400000000000002,-2990.4790754166515
0.4410000000000002,-2983.6504568199857
0.4420000000000002,-2976.837305096348
0.4430000000000002,-2970.0395503388786
0.44400000000000023,-2963.257123113594
0.44500000000000023,-2956.4899544551326
0.44600000000000023,-2949.7379758625475
0.44700000000000023,-2943.001119295144
0.44800000000000023,-2936.279317168367
0.44900000000000023,-2929.5725023497334
0.45000000000000023,-2922.880608154809
0.45100000000000023,-2916.2035683432287
0.45200000000000023,-2909.541317114764
0.45300000000000024,-2902.893789105432
0.45400000000000024,-2896.260919383646
0.45500000000000024,-2889.6426434464133
0.45600000000000024,-2883.038897215568
0.45700000000000024,-2876.4496170340503
0.45800000000000024,-2869.874739662225
0.45900000000000024,-2863.3142022742386
0.46000000000000024,-2856.767942454418
0.46100000000000024,-2850.235898193708
0.46200000000000024,-2843.7180078861466
0.46300000000000024,-2837.2142103253773
0.46400000000000025,-2830.7244447012035
0.46500000000000025,-2824.248650596174
0.46600000000000025,-2817.78676798221
0.46700000000000025,-2811.338737217268
0.46800000000000025,-2804.9044990420307
0.46900000000000025,-2798.4839945766466
0.47000000000000025,-2792.0771653174925
0.47100000000000025,-2785.683953133977
0.47200000000000025,-2779.304300265375
0.47300000000000025,-2772.938149317696
0.47400000000000025,-2766.585443260588
0.47500000000000026,-2760.246125424269
0.47600000000000026,-2753.920139496497
0.47700000000000026,-2747.6074295195676
0.47800000000000026,-2741.307939887342
0.47900000000000026,-2735.0216153423107
0.48000000000000026,-2728.748400972685
0.48100000000000026,-2722.488242209516
0.48200000000000026,-2716.241084823852
0.48300000000000026,-2710.0068749239126
0.48400000000000026,-2703.7855589523074
0.48500000000000026,-2697.577083683268
0.48600000000000027,-2691.381396219921
0.48700000000000027,-2685.1984439915805
